atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;PCB;kg;246,05
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;PCB;kg;0,23
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;PCB;kg;0
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;PCB;kg;0
1995;Contaminantes orgánicos persistentes;10;Agricultura;PCB;kg;0
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);PCB;kg;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SOx;t;0,01
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SOx;t;10561,19
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SOx;t;26857,45
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SOx;t;101,39
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SOx;t;0,74
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SOx;t;8146,38
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SOx;t;1127,19
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SOx;t;4,01
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SOx;t;28,18
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SOx;t;34,53
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NOx;t;63,14
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NOx;t;4886,45
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NOx;t;8558,85
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NOx;t;78,84
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NOx;t;4,65
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NOx;t;62718,27
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NOx;t;17064,18
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NOx;t;83,51
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NOx;t;1172,63
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NOx;t;172,95
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;COVNM;t;0,05
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;COVNM;t;1942,22
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;COVNM;t;1404,02
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;COVNM;t;772,32
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;3662,35
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;COVNM;t;44527,56
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;COVNM;t;44204,14
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;COVNM;t;575,85
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;COVNM;t;562,43
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;COVNM;t;1335,25
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);COVNM;t;457,84
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CH4;t;0,62
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;3204,27
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;605,32
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;479,83
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;2136,74
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;29,21
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;73254,65
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;9613,98
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;83,49
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;115,77
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;44131,82
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;7086,74
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;1031,18
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;142,09
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;314958,03
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;3432,6
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;964,07
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;6464,75
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;4957,81
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;1,4
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;4317,44
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;3072,28
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;697,25
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;7603,61
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;3380,1
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO2;kt;0,11
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO2;kt;4,1
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO2;kt;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;N2O;t;0,08
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;N2O;t;33,88
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;N2O;t;39,53
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;298,39
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;643,8
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;93,12
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;421,38
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;275,85
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;14,61
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NH3;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NH3;t;48,6
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NH3;t;118,08
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NH3;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NH3;t;19,26
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NH3;t;387,27
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NH3;t;0,36
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NH3;t;1004,81
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NH3;t;4680,43
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NH3;t;38,81
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SF6;t CO2eq;9519,44
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;PFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;PFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;PFC;t CO2eq;0
1994;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;PFC;t CO2eq;0
