atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2007;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HAP;kg;179,44
2007;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HAP;kg;505,34
2007;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0
2007;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HAP;kg;4,64
2007;Contaminantes orgánicos persistentes;7;Transporte por carretera;HAP;kg;269,94
2007;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HAP;kg;14,47
2007;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HAP;kg;1,53
2007;Contaminantes orgánicos persistentes;10;Agricultura;HAP;kg;0,05
2007;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HAP;kg;0
2007;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;PCB;kg;0
2007;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;PCB;kg;0,42
2007;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;PCB;kg;0,01
2007;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;PCB;kg;2,63
2007;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0
2007;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;PCB;kg;128,54
2007;Contaminantes orgánicos persistentes;7;Transporte por carretera;PCB;kg;0,46
2007;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;PCB;kg;0
2007;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;PCB;kg;0,02
2007;Contaminantes orgánicos persistentes;10;Agricultura;PCB;kg;0
2007;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);PCB;kg;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SOx;t;2,3
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SOx;t;6625,59
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SOx;t;4798,32
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SOx;t;65,13
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SOx;t;2,62
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SOx;t;375,91
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SOx;t;1816,8
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SOx;t;9,45
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SOx;t;0,01
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SOx;t;7,6
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NOx;t;920,03
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NOx;t;6917,74
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NOx;t;9797,42
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NOx;t;141,11
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NOx;t;23,83
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NOx;t;52871,57
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NOx;t;32663,56
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NOx;t;503,17
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NOx;t;873,86
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NOx;t;36,56
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;COVNM;t;169,93
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;COVNM;t;1227,39
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;COVNM;t;1891,17
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;COVNM;t;1376,64
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1124,58
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;COVNM;t;49036,91
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;COVNM;t;11733,32
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;COVNM;t;823,23
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;COVNM;t;520,34
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;COVNM;t;874,19
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);COVNM;t;96,91
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CH4;t;1007,04
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;2110,21
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;2821,16
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;834,1
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;1167,35
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;48,49
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;48065,07
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;7610,09
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;36,31
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;864,09
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;17218,99
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;8907,77
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;1845,69
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;728,91
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;98881,97
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;6542,23
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;1978,62
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;1,37
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;1055,2
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;562,7
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;6939,61
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;3474,36
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;1461,4
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0,01
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;12221,64
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;6576,86
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO2;kt;139,81
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO2;kt;3,62
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO2;kt;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;N2O;t;5,69
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;N2O;t;36,46
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;N2O;t;42,36
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;364,89
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;392,66
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;181,13
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;599,07
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;249,28
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;10,83
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NH3;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NH3;t;48,88
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NH3;t;165,05
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NH3;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NH3;t;66,61
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NH3;t;943,03
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NH3;t;0,61
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NH3;t;715,63
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NH3;t;4225,05
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NH3;t;8,21
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SF6;t CO2eq;26464,47
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;HFC;t CO2eq;1708971,96
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;PFC;t CO2eq;78,19
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;PFC;t CO2eq;0
2006;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;As;kg;1,07
2006;Metales pesados;2;Plantas de combustión no industrial;As;kg;41,48
2006;Metales pesados;3;Plantas de combustión industrial;As;kg;46,31
2006;Metales pesados;4;Procesos industriales sin combustión;As;kg;8,79
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;As;kg;0
2006;Metales pesados;7;Transporte por carretera;As;kg;13,68
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;As;kg;0,21
2006;Metales pesados;9;Tratamiento y eliminación de residuos;As;kg;3,8
2006;Metales pesados;10;Agricultura;As;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);As;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Cd;kg;0,01
2006;Metales pesados;2;Plantas de combustión no industrial;Cd;kg;25,75
2006;Metales pesados;3;Plantas de combustión industrial;Cd;kg;159,36
2006;Metales pesados;4;Procesos industriales sin combustión;Cd;kg;130,26
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Cd;kg;70,83
2006;Metales pesados;7;Transporte por carretera;Cd;kg;40,02
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cd;kg;0,72
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Cd;kg;3,7
2006;Metales pesados;10;Agricultura;Cd;kg;0,02
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cd;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Cr;kg;0,09
2006;Metales pesados;2;Plantas de combustión no industrial;Cr;kg;469,4
2006;Metales pesados;3;Plantas de combustión industrial;Cr;kg;246,26
2006;Metales pesados;4;Procesos industriales sin combustión;Cr;kg;114,36
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Cr;kg;0,01
2006;Metales pesados;7;Transporte por carretera;Cr;kg;586,87
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cr;kg;27,82
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Cr;kg;2,78
2006;Metales pesados;10;Agricultura;Cr;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cr;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Cu;kg;0,02
2006;Metales pesados;2;Plantas de combustión no industrial;Cu;kg;145,87
2006;Metales pesados;3;Plantas de combustión industrial;Cu;kg;92,13
2006;Metales pesados;4;Procesos industriales sin combustión;Cu;kg;22,23
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Cu;kg;71,21
2006;Metales pesados;7;Transporte por carretera;Cu;kg;14892,59
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cu;kg;123,3
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Cu;kg;9,68
2006;Metales pesados;10;Agricultura;Cu;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cu;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Hg;kg;1
2006;Metales pesados;2;Plantas de combustión no industrial;Hg;kg;27,6
2006;Metales pesados;3;Plantas de combustión industrial;Hg;kg;64,84
2006;Metales pesados;4;Procesos industriales sin combustión;Hg;kg;82,5
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Hg;kg;31,28
2006;Metales pesados;7;Transporte por carretera;Hg;kg;25,13
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Hg;kg;4,67
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Hg;kg;26,6
2006;Metales pesados;10;Agricultura;Hg;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Hg;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Ni;kg;0,08
2006;Metales pesados;2;Plantas de combustión no industrial;Ni;kg;4107,73
2006;Metales pesados;3;Plantas de combustión industrial;Ni;kg;926,09
2006;Metales pesados;4;Procesos industriales sin combustión;Ni;kg;445,48
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Ni;kg;35,44
2006;Metales pesados;7;Transporte por carretera;Ni;kg;309,8
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Ni;kg;4,55
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Ni;kg;0,32
2006;Metales pesados;10;Agricultura;Ni;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Ni;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Pb;kg;0,08
2006;Metales pesados;2;Plantas de combustión no industrial;Pb;kg;746,12
2006;Metales pesados;3;Plantas de combustión industrial;Pb;kg;327,72
2006;Metales pesados;4;Procesos industriales sin combustión;Pb;kg;1628,46
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Pb;kg;0,68
2006;Metales pesados;7;Transporte por carretera;Pb;kg;11986,11
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Pb;kg;448,19
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Pb;kg;21,48
2006;Metales pesados;10;Agricultura;Pb;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Pb;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Se;kg;0,41
2006;Metales pesados;2;Plantas de combustión no industrial;Se;kg;8,69
2006;Metales pesados;3;Plantas de combustión industrial;Se;kg;11,19
2006;Metales pesados;4;Procesos industriales sin combustión;Se;kg;0
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Se;kg;0
2006;Metales pesados;7;Transporte por carretera;Se;kg;44,24
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Se;kg;0,82
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Se;kg;4,81
2006;Metales pesados;10;Agricultura;Se;kg;0
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Se;kg;0
2006;Metales pesados;1;Combustión en la producción y transformación de energía;Zn;kg;4,63
2006;Metales pesados;2;Plantas de combustión no industrial;Zn;kg;1362,84
2006;Metales pesados;3;Plantas de combustión industrial;Zn;kg;2642,93
2006;Metales pesados;4;Procesos industriales sin combustión;Zn;kg;2499,86
2006;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0
2006;Metales pesados;6;Uso de disolventes y otros productos;Zn;kg;35,64
2006;Metales pesados;7;Transporte por carretera;Zn;kg;7264,44
2006;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Zn;kg;101,88
2006;Metales pesados;9;Tratamiento y eliminación de residuos;Zn;kg;634,69
2006;Metales pesados;10;Agricultura;Zn;kg;0,01
2006;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Zn;kg;0
2006;Partículas;1;Combustión en la producción y transformación de energía;PM2,5;t;57,76
2006;Partículas;2;Plantas de combustión no industrial;PM2,5;t;1581,83
2006;Partículas;3;Plantas de combustión industrial;PM2,5;t;835,38
2006;Partículas;4;Procesos industriales sin combustión;PM2,5;t;509,01
2006;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0
2006;Partículas;6;Uso de disolventes y otros productos;PM2,5;t;399,2
2006;Partículas;7;Transporte por carretera;PM2,5;t;2770,47
2006;Partículas;8;Otros modos de transporte y maquinaria móvil;PM2,5;t;459,48
2006;Partículas;9;Tratamiento y eliminación de residuos;PM2,5;t;398,04
2006;Partículas;10;Agricultura;PM2,5;t;41,27
2006;Partículas;11;Otras fuentes y sumideros (naturaleza);PM2,5;t;136,59
2006;Partículas;1;Combustión en la producción y transformación de energía;PM10;t;57,76
2006;Partículas;2;Plantas de combustión no industrial;PM10;t;1856,43
2006;Partículas;3;Plantas de combustión industrial;PM10;t;949,26
2006;Partículas;4;Procesos industriales sin combustión;PM10;t;4782,46
2006;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0
2006;Partículas;6;Uso de disolventes y otros productos;PM10;t;440,82
2006;Partículas;7;Transporte por carretera;PM10;t;3387,77
2006;Partículas;8;Otros modos de transporte y maquinaria móvil;PM10;t;460,14
2006;Partículas;9;Tratamiento y eliminación de residuos;PM10;t;407,02
2006;Partículas;10;Agricultura;PM10;t;693,28
2006;Partículas;11;Otras fuentes y sumideros (naturaleza);PM10;t;166,94
2006;Partículas;1;Combustión en la producción y transformación de energía;PST;t;57,76
2006;Partículas;2;Plantas de combustión no industrial;PST;t;2172,12
2006;Partículas;3;Plantas de combustión industrial;PST;t;1035,26
2006;Partículas;4;Procesos industriales sin combustión;PST;t;14113,18
2006;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0
2006;Partículas;6;Uso de disolventes y otros productos;PST;t;449,42
2006;Partículas;7;Transporte por carretera;PST;t;4167,54
2006;Partículas;8;Otros modos de transporte y maquinaria móvil;PST;t;460,94
2006;Partículas;9;Tratamiento y eliminación de residuos;PST;t;410,54
2006;Partículas;10;Agricultura;PST;t;1033,03
2006;Partículas;11;Otras fuentes y sumideros (naturaleza);PST;t;257,99
2006;Partículas;1;Combustión en la producción y transformación de energía;BC;t;0,08
2006;Partículas;2;Plantas de combustión no industrial;BC;t;115,33
2006;Partículas;3;Plantas de combustión industrial;BC;t;200,42
2006;Partículas;4;Procesos industriales sin combustión;BC;t;0,33
2006;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0
2006;Partículas;6;Uso de disolventes y otros productos;BC;t;159,36
2006;Partículas;7;Transporte por carretera;BC;t;1632,1
2006;Partículas;8;Otros modos de transporte y maquinaria móvil;BC;t;235,59
2006;Partículas;9;Tratamiento y eliminación de residuos;BC;t;77,62
2006;Partículas;10;Agricultura;BC;t;0,01
2006;Partículas;11;Otras fuentes y sumideros (naturaleza);BC;t;12,29
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HCB;kg;0
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HCB;kg;0,01
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HCB;kg;0,03
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HCB;kg;0
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HCB;kg;0
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;HCB;kg;0
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HCB;kg;0
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HCB;kg;0,32
2006;Contaminantes orgánicos persistentes;10;Agricultura;HCB;kg;0,02
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HCB;kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;DIOX;g;0
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;DIOX;g;2,03
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;DIOX;g;0,61
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;DIOX;g;3,59
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;DIOX;g;0
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;DIOX;g;2,21
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;DIOX;g;0
